fold,edge_idx,x_eval,activation
0,1,-0.17587940394878387,0.11374613642692566
0,0,-0.1658291518688202,-0.35033202171325684
0,1,-0.1658291518688202,0.11722120642662048
0,0,-0.1557788997888565,-0.37279143929481506
0,1,-0.1557788997888565,0.12123916298151016
0,0,-0.14572864770889282,-0.39591699838638306
0,1,-0.14572864770889282,0.1258116513490677
0,0,-0.13567839562892914,-0.41960668563842773
0,1,-0.13567839562892914,0.13095030188560486
0,0,-0.12562814354896545,-0.4437589645385742
0,1,-0.12562814354896545,0.13666674494743347
0,0,-0.11557789146900177,-0.4682719111442566
0,1,-0.11557789146900177,0.14297249913215637
0,0,-0.10552763938903809,-0.49304378032684326
0,1,-0.10552763938903809,0.14987924695014954
0,0,-0.0954773873090744,-0.5179728269577026
0,1,-0.0954773873090744,0.15739861130714417
0,0,-0.08542713522911072,-0.5429573655128479
0,1,-0.08542713522911072,0.16554215550422668
0,0,-0.07537688314914703,-0.5678954124450684
0,1,-0.07537688314914703,0.1743215024471283
0,0,-0.06532663106918335,-0.5926854014396667
0,1,-0.06532663106918335,0.1837482750415802
0,0,-0.055276382714509964,-0.6172255277633667
0,1,-0.055276382714509964,0.1938340961933136
0,0,-0.04522613063454628,-0.6414139866828918
0,1,-0.04522613063454628,0.2045905590057373
0,0,-0.035175878554582596,-0.6651489734649658
0,1,-0.035175878554582596,0.21602925658226013
0,0,-0.02512562833726406,-0.688328742980957
0,1,-0.02512562833726406,0.2281617969274521
0,0,-0.015075377188622952,-0.7108516693115234
0,1,-0.015075377188622952,0.24099984765052795
0,0,-0.005025125574320555,-0.7326157093048096
0,1,-0.005025125574320555,0.25455498695373535
0,0,0.005025125574320555,-0.7535220384597778
0,1,0.005025125574320555,0.2688365876674652
0,0,0.015075377188622952,-0.7735326886177063
0,1,0.015075377188622952,0.28380244970321655
0,0,0.02512562833726406,-0.7926711440086365
0,1,0.02512562833726406,0.29935887455940247
0,0,0.035175878554582596,-0.8109636902809143
0,1,0.035175878554582596,0.31540992856025696
0,0,0.04522613063454628,-0.8284361362457275
0,1,0.04522613063454628,0.33185961842536926
0,0,0.055276382714509964,-0.8451150059700012
0,1,0.055276382714509964,0.34861207008361816
0,0,0.06532663106918335,-0.8610262274742126
0,1,0.06532663106918335,0.3655712604522705
0,0,0.07537688314914703,-0.8761959671974182
0,1,0.07537688314914703,0.3826412856578827
0,0,0.08542713522911072,-0.8906504511833191
0,1,0.08542713522911072,0.39972615242004395
0,0,0.0954773873090744,-0.9044157266616821
0,1,0.0954773873090744,0.4167298972606659
0,0,0.10552763938903809,-0.9175180196762085
0,1,0.10552763938903809,0.43355661630630493
0,0,0.11557789146900177,-0.9299833178520203
0,1,0.11557789146900177,0.4501103162765503
0,0,0.12562814354896545,-0.9418379068374634
0,1,0.12562814354896545,0.46629512310028076
0,0,0.13567839562892914,-0.9531077742576599
0,1,0.13567839562892914,0.4820149540901184
0,0,0.14572864770889282,-0.9638195037841797
0,1,0.14572864770889282,0.497173935174942
0,0,0.1557788997888565,-0.9739986658096313
0,1,0.1557788997888565,0.5116761922836304
0,0,0.1658291518688202,-0.9836716055870056
0,1,0.1658291518688202,0.5254255533218384
0,0,0.17587940394878387,-0.9928646683692932
0,1,0.17587940394878387,0.5383263230323792
0,0,0.18592964112758636,-1.001603603363037
0,1,0.18592964112758636,0.5502822995185852
0,0,0.19597989320755005,-1.0099148750305176
0,1,0.19597989320755005,0.5611976981163025
0,0,0.20603014528751373,-1.017824649810791
0,1,0.20603014528751373,0.5709765553474426
0,0,0.21608039736747742,-1.02535879611969
0,1,0.21608039736747742,0.5795228481292725
0,0,0.2261306494474411,-1.032543659210205
0,1,0.2261306494474411,0.5867407321929932
0,0,0.23618090152740479,-1.0394054651260376
