kernel,edge_idx,x_eval,activation
Matern32,1,-0.32663315534591675,0.40348440408706665
Matern32,0,-0.31658291816711426,-0.40623629093170166
Matern32,1,-0.31658291816711426,0.41060584783554077
Matern32,0,-0.3065326511859894,-0.4135391414165497
Matern32,1,-0.3065326511859894,0.41847431659698486
Matern32,0,-0.2964824140071869,-0.41986551880836487
Matern32,1,-0.2964824140071869,0.427127480506897
Matern32,0,-0.286432147026062,-0.42533910274505615
Matern32,1,-0.286432147026062,0.436603307723999
Matern32,0,-0.2763819098472595,-0.43008342385292053
Matern32,1,-0.2763819098472595,0.44693976640701294
Matern32,0,-0.26633167266845703,-0.43422213196754456
Matern32,1,-0.26633167266845703,0.45817458629608154
Matern32,0,-0.25628140568733215,-0.43787872791290283
Matern32,1,-0.25628140568733215,0.4703456163406372
Matern32,0,-0.24623115360736847,-0.44117623567581177
Matern32,1,-0.24623115360736847,0.4834895730018616
Matern32,0,-0.23618090152740479,-0.4442055821418762
Matern32,1,-0.23618090152740479,0.497588574886322
Matern32,0,-0.2261306494474411,-0.4470137655735016
Matern32,1,-0.2261306494474411,0.5125495195388794
