l1_weight,edge_idx,x_eval,activation
0.001,0,-0.3366834223270416,-0.40178465843200684
0.001,1,-0.3366834223270416,0.41392821073532104
0.001,0,-0.32663315534591675,-0.41157495975494385
0.001,1,-0.32663315534591675,0.4208853244781494
0.001,0,-0.31658291816711426,-0.42012953758239746
0.001,1,-0.31658291816711426,0.4285562038421631
0.001,0,-0.3065326511859894,-0.4275711476802826
0.001,1,-0.3065326511859894,0.43697601556777954
0.001,0,-0.2964824140071869,-0.43402260541915894
0.001,1,-0.2964824140071869,0.4461798071861267
0.001,0,-0.286432147026062,-0.43960660696029663
0.001,1,-0.286432147026062,0.4562026560306549
0.001,0,-0.2763819098472595,-0.44444596767425537
0.001,1,-0.2763819098472595,0.467079758644104
0.001,0,-0.26633167266845703,-0.44866329431533813
0.001,1,-0.26633167266845703,0.47884601354599
0.001,0,-0.25628140568733215,-0.4523814916610718
0.001,1,-0.25628140568733215,0.49153655767440796
0.001,0,-0.24623115360736847,-0.4557226300239563
0.001,1,-0.24623115360736847,0.5051854252815247
0.001,0,-0.23618090152740479,-0.4587780833244324
0.001,1,-0.23618090152740479,0.5197756290435791
0.001,0,-0.2261306494474411,-0.4615969955921173
0.001,1,-0.2261306494474411,0.5352193713188171
0.001,0,-0.21608039736747742,-0.4642254114151001
0.001,1,-0.21608039736747742,0.5514242649078369
0.001,0,-0.20603014528751373,-0.4667094051837921
0.001,1,-0.20603014528751373,0.5682975649833679
0.001,0,-0.19597989320755005,-0.46909481287002563
0.001,1,-0.19597989320755005,0.5857462286949158
0.001,0,-0.18592964112758636,-0.47142767906188965
0.001,1,-0.18592964112758636,0.6036778092384338
0.001,0,-0.17587940394878387,-0.47375401854515076
0.001,1,-0.17587940394878387,0.6219995021820068
0.001,0,-0.1658291518688202,-0.4761197566986084
0.001,1,-0.1658291518688202,0.6406185030937195
0.001,0,-0.1557788997888565,-0.4785708487033844
0.001,1,-0.1557788997888565,0.6594420075416565
0.001,0,-0.14572864770889282,-0.4811533987522125
0.001,1,-0.14572864770889282,0.6783775091171265
0.001,0,-0.13567839562892914,-0.48391327261924744
0.001,1,-0.13567839562892914,0.6973320841789246
0.001,0,-0.12562814354896545,-0.4868966341018677
0.001,1,-0.12562814354896545,0.7162131071090698
0.001,0,-0.11557789146900177,-0.49014925956726074
0.001,1,-0.11557789146900177,0.7349277138710022
0.001,0,-0.10552763938903809,-0.4937172532081604
0.001,1,-0.10552763938903809,0.7533831596374512
0.001,0,-0.0954773873090744,-0.4976465702056885
0.001,1,-0.0954773873090744,0.7714869379997253
0.001,0,-0.08542713522911072,-0.5019832253456116
0.001,1,-0.08542713522911072,0.7891461253166199
0.001,0,-0.07537688314914703,-0.5067731738090515
0.001,1,-0.07537688314914703,0.8062679171562195
0.001,0,-0.06532663106918335,-0.5120624303817749
0.001,1,-0.06532663106918335,0.8227596282958984
0.001,0,-0.055276382714509964,-0.5178970098495483
0.001,1,-0.055276382714509964,0.8385288119316101
0.001,0,-0.04522613063454628,-0.5243227481842041
0.001,1,-0.04522613063454628,0.8534823060035706
0.001,0,-0.035175878554582596,-0.5313858389854431
0.001,1,-0.035175878554582596,0.8675274848937988
0.001,0,-0.02512562833726406,-0.5391319990158081
0.001,1,-0.02512562833726406,0.880571722984314
0.001,0,-0.015075377188622952,-0.5476075410842896
0.001,1,-0.015075377188622952,0.8925222158432007
0.001,0,-0.005025125574320555,-0.5568583011627197
0.001,1,-0.005025125574320555,0.9032864570617676
0.001,0,0.005025125574320555,-0.5669277906417847
0.001,1,0.005025125574320555,0.9127746224403381
0.001,0,0.015075377188622952,-0.5778059959411621
0.001,1,0.015075377188622952,0.9209753274917603
0.001,0,0.02512562833726406,-0.5894284248352051
0.001,1,0.02512562833726406,0.9279541969299316
0.001,0,0.035175878554582596,-0.6017285585403442
0.001,1,0.035175878554582596,0.9337811470031738
0.001,0,0.04522613063454628,-0.6146399974822998
0.001,1,0.04522613063454628,0.9385247230529785
0.001,0,0.055276382714509964,-0.6280959844589233
0.001,1,0.055276382714509964,0.9422547221183777
0.001,0,0.06532663106918335,-0.642029881477356
0.001,1,0.06532663106918335,0.9450401663780212
0.001,0,0.07537688314914703,-0.6563753485679626
0.001,1,0.07537688314914703,0.9469504952430725
0.001,0,0.08542713522911072,-0.6710656881332397
0.001,1,0.08542713522911072,0.9480551481246948
0.001,0,0.0954773873090744,-0.6860343813896179
0.001,1,0.0954773873090744,0.9484231472015381
0.001,0,0.10552763938903809,-0.7012147307395935
0.001,1,0.10552763938903809,0.9481239318847656
0.001,0,0.11557789146900177,-0.7165403366088867
0.001,1,0.11557789146900177,0.9472267031669617
0.001,0,0.12562814354896545,-0.7319443821907043
0.001,1,0.12562814354896545,0.9458009004592896
0.001,0,0.13567839562892914,-0.7473604083061218
0.001,1,0.13567839562892914,0.9439157247543335
0.001,0,0.14572864770889282,-0.7627220153808594
0.001,1,0.14572864770889282,0.9416404962539673
0.001,0,0.1557788997888565,-0.7779624462127686
0.001,1,0.1557788997888565,0.9390445947647095
